Tier-0		00:00:07.870	7.87	00:00:09.100	9.1	00:00:01.230	1.23	e
Tier-0		00:00:14.200	14.2	00:00:16.100	16.1	00:00:01.900	1.9	e
Tier-0		00:00:23.775	23.775	00:00:25.195	25.195	00:00:01.420	1.42	e
Tier-0		00:00:34.895	34.895	00:00:36.285	36.285	00:00:01.390	1.39	e
Tier-0		00:04:41.315	281.315	00:04:49.185	289.185	00:00:07.870	7.87	d
Tier-0		00:13:30.505	810.505	00:13:32.035	812.035	00:00:01.530	1.53	d
Tier-0		03:33:03.240	12783.24	03:33:04.847	12784.847	00:00:01.607	1.607	d
Tier-0		04:09:09.470	14949.47	04:09:13.455	14953.455	00:00:03.985	3.985	d
Tier-0		04:09:33.055	14973.055	04:09:35.327	14975.327	00:00:02.272	2.272	e
Tier-0		04:09:43.027	14983.027	04:09:44.927	14984.927	00:00:01.900	1.9	e
Tier-0		04:09:53.045	14993.045	04:09:55.595	14995.595	00:00:02.550	2.55	e
Tier-0		04:10:02.655	15002.655	04:10:05.073	15005.073	00:00:02.418	2.418	e
Tier-0		04:10:14.145	15014.145	04:10:15.920	15015.92	00:00:01.775	1.775	e
Tier-0		04:10:26.680	15026.68	04:10:27.973	15027.973	00:00:01.293	1.293	e
Tier-0		04:10:34.409	15034.409	04:10:36.988	15036.988	00:00:02.579	2.579	e
Tier-0		04:10:55.700	15055.7	04:10:58.100	15058.1	00:00:02.400	2.4	New Annotation…
Tier-0		04:11:06.895	15066.895	04:11:09.520	15069.52	00:00:02.625	2.625	e
Tier-0		04:11:12.659	15072.659	04:11:14.330	15074.33	00:00:01.671	1.671	e
Tier-0		04:11:24.316	15084.316	04:11:25.959	15085.959	00:00:01.643	1.643	e
Tier-0		04:11:40.873	15100.873	04:11:42.159	15102.159	00:00:01.286	1.286	e
Tier-0		04:11:45.573	15105.573	04:11:47.198	15107.198	00:00:01.625	1.625	e
Tier-0		04:11:54.866	15114.866	04:11:57.423	15117.423	00:00:02.557	2.557	e
Tier-0		04:12:04.138	15124.138	04:12:05.459	15125.459	00:00:01.321	1.321	e
Tier-0		04:12:13.930	15133.93	04:12:16.305	15136.305	00:00:02.375	2.375	e
Tier-0		04:12:24.680	15144.68	04:12:26.127	15146.127	00:00:01.447	1.447	e
Tier-0		04:12:32.141	15152.141	04:12:34.159	15154.159	00:00:02.018	2.018	e
Tier-0		04:12:52.416	15172.416	04:12:54.870	15174.87	00:00:02.454	2.454	e
Tier-0		04:13:05.937	15185.937	04:13:07.934	15187.934	00:00:01.997	1.997	e
Tier-0		04:13:17.277	15197.277	04:13:20.180	15200.18	00:00:02.903	2.903	e
Tier-0		04:13:32.280	15212.28	04:13:34.713	15214.713	00:00:02.433	2.433	e
Tier-0		04:13:44.680	15224.68	04:13:47.070	15227.07	00:00:02.390	2.39	e
Tier-0		04:13:52.398	15232.398	04:13:53.463	15233.463	00:00:01.065	1.065	e
Tier-0		04:14:05.188	15245.188	04:14:06.577	15246.577	00:00:01.389	1.389	e
Tier-0		04:14:11.405	15251.405	04:14:13.288	15253.288	00:00:01.883	1.883	e
Tier-0		04:14:22.334	15262.334	04:14:23.970	15263.97	00:00:01.636	1.636	e
Tier-0		04:14:38.248	15278.248	04:14:39.530	15279.53	00:00:01.282	1.282	e
Tier-0		04:15:03.378	15303.378	04:15:06.256	15306.256	00:00:02.878	2.878	d
Tier-0		04:19:13.964	15553.964	04:19:15.485	15555.485	00:00:01.521	1.521	d
Tier-0		04:37:55.284	16675.284	04:37:57.038	16677.038	00:00:01.754	1.754	d
Tier-0		05:02:59.173	18179.173	05:03:01.330	18181.33	00:00:02.157	2.157	e
Tier-0		05:03:12.527	18192.527	05:03:14.891	18194.891	00:00:02.364	2.364	e
Tier-0		05:03:38.620	18218.62	05:03:40.859	18220.859	00:00:02.239	2.239	e
Tier-0		05:04:27.727	18267.727	05:04:29.873	18269.873	00:00:02.146	2.146	e
Tier-0		05:04:33.923	18273.923	05:04:35.738	18275.738	00:00:01.815	1.815	e
Tier-0		05:04:40.448	18280.448	05:04:41.573	18281.573	00:00:01.125	1.125	e
Tier-0		05:04:58.361	18298.361	05:05:01.318	18301.318	00:00:02.957	2.957	e
Tier-0		05:05:08.209	18308.209	05:05:09.380	18309.38	00:00:01.171	1.171	e
Tier-0		05:05:14.177	18314.177	05:05:16.070	18316.07	00:00:01.893	1.893	e
Tier-0		05:05:23.200	18323.2	05:05:25.200	18325.2	00:00:02.000	2.0	New Annotation…
Tier-0		05:05:39.200	18339.2	05:05:40.700	18340.7	00:00:01.500	1.5	New Annotation…
Tier-0		05:05:43.400	18343.4	05:05:44.900	18344.9	00:00:01.500	1.5	New Annotation…
Tier-0		05:05:49.702	18349.702	05:05:51.620	18351.62	00:00:01.918	1.918	e
Tier-0		05:06:13.559	18373.559	05:06:15.077	18375.077	00:00:01.518	1.518	e
Tier-0		05:06:51.145	18411.145	05:06:52.741	18412.741	00:00:01.596	1.596	e
Tier-0		05:07:04.959	18424.959	05:07:07.002	18427.002	00:00:02.043	2.043	e
Tier-0		05:07:31.245	18451.245	05:07:32.966	18452.966	00:00:01.721	1.721	e
Tier-0		05:07:52.020	18472.02	05:07:53.709	18473.709	00:00:01.689	1.689	e
Tier-0		05:08:17.963	18497.963	05:08:20.188	18500.188	00:00:02.225	2.225	e
Tier-0		05:08:27.800	18507.8	05:08:29.300	18509.3	00:00:01.500	1.5	New Annotation…
Tier-0		05:08:39.300	18519.3	05:08:40.800	18520.8	00:00:01.500	1.5	New Annotation…
Tier-0		05:08:53.200	18533.2	05:08:55.200	18535.2	00:00:02.000	2.0	New Annotation…
Tier-0		05:09:04.700	18544.7	05:09:06.200	18546.2	00:00:01.500	1.5	New Annotation…
Tier-0		05:09:12.966	18552.966	05:09:14.391	18554.391	00:00:01.425	1.425	e
