Tier-0		00:02:40.690	160.69	00:02:43.459	163.459	00:00:02.769	2.769	eat
Tier-0		00:06:28.801	388.801	00:06:31.771	391.771	00:00:02.970	2.97	eat
Tier-0		00:07:21.168	441.168	00:07:25.528	445.528	00:00:04.360	4.36	eat
Tier-0		00:07:29.323	449.323	00:07:30.911	450.911	00:00:01.588	1.588	eat
Tier-0		00:07:33.636	453.636	00:07:34.643	454.643	00:00:01.007	1.007	eat
Tier-0		00:07:44.190	464.19	00:07:47.889	467.889	00:00:03.699	3.699	eat
Tier-0		00:08:39.607	519.607	00:08:42.337	522.337	00:00:02.730	2.73	e
Tier-0		00:11:47.616	707.616	00:11:49.876	709.876	00:00:02.260	2.26	e
Tier-0		00:11:58.647	718.647	00:12:01.647	721.647	00:00:03.000	3.0	eat
Tier-0		00:12:24.365	744.365	00:12:27.705	747.705	00:00:03.340	3.34	e
Tier-0		00:13:25.154	805.154	00:13:26.436	806.436	00:00:01.282	1.282	eat
Tier-0		00:13:38.158	818.158	00:13:40.578	820.578	00:00:02.420	2.42	e
Tier-0		00:14:26.323	866.323	00:14:29.238	869.238	00:00:02.915	2.915	eat
Tier-0		00:16:27.493	987.493	00:16:29.883	989.883	00:00:02.390	2.39	e
Tier-0		00:17:41.149	1061.149	00:17:44.519	1064.519	00:00:03.370	3.37	e
Tier-0		00:18:38.191	1118.191	00:18:41.741	1121.741	00:00:03.550	3.55	e
Tier-0		00:19:27.517	1167.517	00:19:29.737	1169.737	00:00:02.220	2.22	e
Tier-0		00:19:49.626	1189.626	00:19:52.106	1192.106	00:00:02.480	2.48	e
Tier-0		00:20:24.936	1224.936	00:20:26.886	1226.886	00:00:01.950	1.95	e
Tier-0		00:21:18.374	1278.374	00:21:20.504	1280.504	00:00:02.130	2.13	e
Tier-0		00:21:33.041	1293.041	00:21:36.872	1296.872	00:00:03.831	3.831	eat
Tier-0		00:21:49.506	1309.506	00:21:52.055	1312.055	00:00:02.549	2.549	eat
Tier-0		00:22:18.644	1338.644	00:22:21.394	1341.394	00:00:02.750	2.75	e
Tier-0		00:22:47.210	1367.21	00:22:49.914	1369.914	00:00:02.704	2.704	eat
Tier-0		00:26:00.407	1560.407	00:26:01.604	1561.604	00:00:01.197	1.197	eat
Tier-0		00:26:01.804	1561.604	00:26:02.802	1562.802	00:00:01.198	1.198	eat
Tier-0		00:26:12.078	1572.078	00:26:14.158	1574.158	00:00:02.080	2.08	e
Tier-0		00:26:44.969	1604.969	00:26:47.369	1607.369	00:00:02.400	2.4	e
Tier-0		00:26:54.598	1614.598	00:26:58.088	1618.088	00:00:03.490	3.49	e
Tier-0		00:27:16.752	1636.752	00:27:19.822	1639.822	00:00:03.070	3.07	e
Tier-0		00:27:27.365	1647.365	00:27:32.281	1652.281	00:00:04.916	4.916	eat
Tier-0		00:27:49.080	1669.08	00:27:51.380	1671.38	00:00:02.300	2.3	e
Tier-0		00:28:04.013	1684.013	00:28:05.464	1685.464	00:00:01.451	1.451	eat
Tier-0		00:28:22.868	1702.868	00:28:25.558	1705.558	00:00:02.690	2.69	e
